"CubeId";"zimoma"
"PublishingDate";"2023-10-02 14:30"

"Date";"D0";"Value"
"2019-07";"1TGT";"-0.7"
"2019-07";"EG3M";"-0.918"
"2019-08";"SARON";"-0.74726"
"2019-08";"1TGT";"-1.05"
"2019-08";"EG3M";"-0.951"
"2019-09";"SARON";"-0.74627"
"2019-09";"1TGT";"-1"
"2019-09";"EG3M";"-0.801"
"2019-10";"SARON";"-0.73297"
"2019-10";"1TGT";"-0.91"
"2019-10";"EG3M";"-0.924"
"2019-11";"SARON";"-0.7065"
"2019-11";"1TGT";"-0.83"
"2019-11";"EG3M";"-0.829"
"2019-12";"SARON";"-0.65925"
"2019-12";"1TGT";"-1"
"2019-12";"EG3M";"-0.751"
"2020-01";"SARON";"-0.70191"
"2020-01";"1TGT";"-0.85"
"2020-01";"EG3M";"-0.762"
"2020-02";"SARON";"-0.70741"
"2020-02";"1TGT";"-0.8"
"2020-02";"EG3M";"-0.762"
"2020-03";"SARON";"-0.66619"
"2020-03";"1TGT";"-1.25"
"2020-03";"EG3M";"-0.75"
"2020-04";"SARON";"-0.65946"
"2020-04";"1TGT";"-0.85"
"2020-04";"EG3M";"-0.719"
"2020-05";"SARON";"-0.65962"
"2020-05";"1TGT";"-0.85"
"2020-05";"EG3M";"-0.734"
"2020-06";"SARON";"-0.66239"
"2020-06";"1TGT";"-0.9"
"2020-06";"EG3M";"-0.734"
"2020-07";"SARON";"-0.7037"
"2020-07";"1TGT";"-0.85"
"2020-07";"EG3M";"-0.738"
"2020-08";"SARON";"-0.70568"
"2020-08";"1TGT";"-0.83"
"2020-08";"EG3M";"-0.746"
"2020-09";"SARON";"-0.71371"
"2020-09";"1TGT";"-0.85"
"2020-09";"EG3M";"-0.746"
"2020-10";"SARON";"-0.71804"
"2020-10";"1TGT";"-0.83"
"2020-10";"EG3M";"-0.79"
"2020-11";"SARON";"-0.72109"
"2020-11";"1TGT";"-0.83"
"2020-11";"EG3M";"-0.805"
"2020-12";"SARON";"-0.726264"
"2020-12";"1TGT";"-0.85"
"2020-12";"EG3M";"-0.782"
"2021-01";"SARON";"-0.725018"
"2021-01";"1TGT";"-0.85"
"2021-01";"EG3M";"-0.774"
"2021-02";"SARON";"-0.725267"
"2021-02";"1TGT";"-0.85"
"2021-02";"EG3M";"-0.758"
"2021-03";"SARON";"-0.72334"
"2021-03";"1TGT";"-0.83"
"2021-03";"EG3M";"-0.766"
"2021-04";"SARON";"-0.725071"
"2021-04";"1TGT";"-0.85"
"2021-04";"EG3M";"-0.778"
"2021-05";"SARON";"-0.725578"
"2021-05";"1TGT";"-0.85"
"2021-05";"EG3M";"-0.774"
"2021-06";"SARON";"-0.722566"
"2021-06";"1TGT";"-0.9"
"2021-06";"EG3M";"-0.77"
"2021-07";"SARON";"-0.721564"
"2021-07";"1TGT";"-0.85"
"2021-07";"EG3M";"-0.782"
"2021-08";"SARON";"-0.72305"
"2021-08";"1TGT";"-0.8"
"2021-08";"EG3M";"-0.77"
"2021-09";"SARON";"-0.672877"
"2021-09";"1TGT";"-0.8"
"2021-09";"EG3M";"-0.75"
"2021-10";"SARON";"-0.693678"
"2021-10";"1TGT";"-0.8"
"2021-10";"EG3M";"-0.801"
"2021-11";"SARON";"-0.680889"
"2021-11";"1TGT";"-0.8"
"2021-11";"EG3M";"-0.849"
"2021-12";"SARON";"-0.68483"
"2021-12";"1TGT";"-0.9"
"2021-12";"EG3M";"-0.813"
"2022-01";"SARON";"-0.696923"
"2022-01";"1TGT";"-0.8"
"2022-01";"EG3M";"-0.79"
"2022-02";"SARON";"-0.698075"
"2022-02";"1TGT";"-0.86"
"2022-02";"EG3M";"-0.765"
"2022-03";"SARON";"-0.701726"
"2022-03";"1TGT";"-0.8"
"2022-03";"EG3M";"-0.782"
"2022-04";"SARON";"-0.701592"
"2022-04";"1TGT";"-0.7"
"2022-04";"EG3M";"-0.75"
"2022-05";"SARON";"-0.692302"
"2022-05";"1TGT";"-0.8"
"2022-05";"EG3M";"-0.75"
"2022-06";"SARON";"-0.195447"
"2022-06";"1TGT";"-0.26"
"2022-06";"EG3M";"-0.245"
"2022-07";"SARON";"-0.18865"
"2022-07";"1TGT";"-0.26"
"2022-07";"EG3M";"-0.079"
"2022-08";"SARON";"-0.200623"
"2022-08";"1TGT";"-0.2"
"2022-08";"EG3M";"0"
"2022-09";"SARON";"0.43653"
"2022-09";"1TGT";"-0.1"
"2022-09";"EG3M";"0.495"
"2022-10";"SARON";"0.470718"
"2022-10";"1TGT";"-0.06"
"2022-10";"EG3M";"0.432"
"2022-11";"SARON";"0.459251"
"2022-11";"1TGT";"-0.05"
"2022-11";"EG3M";"0.491"
"2022-12";"SARON";"0.942118"
"2022-12";"1TGT";"0.24"
"2022-12";"EG3M";"0.868"
"2023-01";"SARON";"0.946142"
"2023-01";"1TGT";"0.45"
"2023-01";"EG3M";"1.131"
"2023-02";"SARON";"0.937929"
"2023-02";"1TGT";"0.45"
"2023-02";"EG3M";"1.186"
"2023-03";"SARON";"1.418617"
"2023-03";"1TGT";"0.6"
"2023-03";"EG3M";"1.091"
"2023-04";"SARON";"1.419656"
"2023-04";"1TGT";"0.9"
"2023-04";"EG3M";"1.306"
"2023-05";"SARON";"1.441883"
"2023-05";"1TGT";"0.95"
"2023-05";"EG3M";"1.441"
"2023-06";"SARON";"1.706544"
"2023-06";"1TGT";"1.2"
"2023-06";"EG3M";"1.649"
"2023-07";"SARON";"1.702332"
"2023-07";"1TGT";"1.2"
"2023-07";"EG3M";"1.696"
"2023-08";"SARON";"1.705343"
"2023-08";"1TGT";"1.2"
"2023-08";"EG3M";"1.728"
"2023-09";"SARON";"1.714893"
"2023-09";"1TGT";"1.2"
"2023-09";"EG3M";"1.792"
