"Date","Price","Open","High","Low","Change %"
"06/12/2008","3.440","3.440","3.440","3.440","1.47%"
"06/11/2008","3.390","3.390","3.390","3.390","1.19%"
"06/10/2008","3.350","3.350","3.350","3.350","0.00%"
"06/09/2008","3.350","3.350","3.350","3.350","4.69%"
"06/06/2008","3.200","3.200","3.200","3.200","0.63%"
"06/05/2008","3.180","3.180","3.180","3.180","3.58%"
"06/04/2008","3.070","3.070","3.070","3.070","0.33%"
"06/03/2008","3.060","3.060","3.060","3.060","0.33%"
"06/02/2008","3.050","3.050","3.050","3.050","-1.29%"
"05/30/2008","3.090","3.090","3.090","3.090","0.32%"
"05/29/2008","3.080","3.080","3.080","3.080","0.98%"
"05/28/2008","3.050","3.050","3.050","3.050","0.99%"
"05/27/2008","3.020","3.020","3.020","3.020","-0.33%"
"05/26/2008","3.030","3.030","3.030","3.030","-0.98%"
"05/23/2008","3.060","3.060","3.060","3.060","-0.97%"
"05/22/2008","3.090","3.090","3.090","3.090","0.65%"
"05/21/2008","3.070","3.070","3.070","3.070","0.00%"
"05/20/2008","3.070","3.070","3.070","3.070","-1.60%"
"05/19/2008","3.120","3.120","3.120","3.120","1.30%"
"05/16/2008","3.080","3.080","3.080","3.080","0.98%"
"05/15/2008","3.050","3.050","3.050","3.050","0.33%"
"05/14/2008","3.040","3.040","3.040","3.040","-1.30%"
"05/13/2008","3.080","3.080","3.080","3.080","1.99%"
"05/09/2008","3.020","3.020","3.020","3.020","-1.63%"
"05/08/2008","3.070","3.070","3.070","3.070","-0.32%"
"05/07/2008","3.080","3.080","3.080","3.080","1.65%"
"05/06/2008","3.030","3.030","3.030","3.030","-2.57%"
"05/05/2008","3.110","3.110","3.110","3.110","0.97%"
"05/02/2008","3.080","3.080","3.080","3.080","-2.22%"
"04/30/2008","3.150","3.150","3.150","3.150","-0.32%"
"04/29/2008","3.160","3.160","3.160","3.160","-0.63%"
"04/28/2008","3.180","3.180","3.180","3.180","-0.93%"
"04/25/2008","3.210","3.210","3.210","3.210","3.55%"
"04/24/2008","3.100","3.100","3.100","3.100","-4.02%"
"04/23/2008","3.230","3.230","3.230","3.230","4.19%"
"04/22/2008","3.100","3.100","3.100","3.100","-0.64%"
"04/21/2008","3.120","3.120","3.120","3.120","-2.19%"
"04/18/2008","3.190","3.190","3.190","3.190","4.25%"
"04/17/2008","3.060","3.060","3.060","3.060","-0.33%"
"04/16/2008","3.070","3.070","3.070","3.070","0.33%"
"04/15/2008","3.060","3.060","3.060","3.060","-0.33%"
"04/14/2008","3.070","3.070","3.070","3.070","-2.85%"
"04/11/2008","3.160","3.160","3.160","3.160","3.27%"
"04/10/2008","3.060","3.060","3.060","3.060","2.68%"
"04/09/2008","2.980","2.980","2.980","2.980","-1.32%"
"04/08/2008","3.020","3.020","3.020","3.020","-2.89%"
"04/07/2008","3.110","3.110","3.110","3.110","4.01%"
"04/04/2008","2.990","2.990","2.990","2.990","-2.92%"
"04/03/2008","3.080","3.080","3.080","3.080","2.67%"
"04/02/2008","3.000","3.000","3.000","3.000","-5.36%"
"04/01/2008","3.170","3.170","3.170","3.170","5.67%"
"03/31/2008","3.000","3.000","3.000","3.000","-6.83%"
"03/28/2008","3.220","3.220","3.220","3.220","1.58%"
"03/27/2008","3.170","3.170","3.170","3.170","1.28%"
"03/26/2008","3.130","3.130","3.130","3.130","0.97%"
"03/25/2008","3.100","3.100","3.100","3.100","-2.52%"
"03/20/2008","3.180","3.180","3.180","3.180","10.42%"
"03/19/2008","2.880","2.880","2.880","2.880","-0.35%"
"03/18/2008","2.890","2.890","2.890","2.890","3.58%"
"03/17/2008","2.790","2.790","2.790","2.790","-3.79%"
"03/14/2008","2.900","2.900","2.900","2.900","3.57%"
"03/13/2008","2.800","2.800","2.800","2.800","-4.11%"
"03/12/2008","2.920","2.920","2.920","2.920","0.34%"
"03/11/2008","2.910","2.910","2.910","2.910","0.00%"
"03/10/2008","2.910","2.910","2.910","2.910","8.58%"
"03/07/2008","2.680","2.680","2.680","2.680","0.37%"
"03/06/2008","2.670","2.670","2.670","2.670","-1.48%"
"03/05/2008","2.710","2.710","2.710","2.710","-3.56%"
"03/04/2008","2.810","2.810","2.810","2.810","-5.07%"
"03/03/2008","2.960","2.960","2.960","2.960","11.28%"
"02/29/2008","2.660","2.660","2.660","2.660","-7.32%"
"02/28/2008","2.870","2.870","2.870","2.870","-0.69%"
"02/27/2008","2.890","2.890","2.890","2.890","8.65%"
"02/26/2008","2.660","2.660","2.660","2.660","-3.97%"
"02/25/2008","2.770","2.770","2.770","2.770","0.73%"
"02/22/2008","2.750","2.750","2.750","2.750","4.17%"
"02/21/2008","2.640","2.640","2.640","2.640","-6.38%"
"02/20/2008","2.820","2.820","2.820","2.820","0.00%"
"02/19/2008","2.820","2.820","2.820","2.820","7.22%"
"02/18/2008","2.630","2.630","2.630","2.630","0.00%"
"02/15/2008","2.630","2.630","2.630","2.630","-2.59%"
"02/14/2008","2.700","2.700","2.700","2.700","-2.88%"
"02/13/2008","2.780","2.780","2.780","2.780","2.21%"
"02/12/2008","2.720","2.720","2.720","2.720","-0.37%"
"02/11/2008","2.730","2.730","2.730","2.730","6.64%"
"02/08/2008","2.560","2.560","2.560","2.560","1.99%"
"02/07/2008","2.510","2.510","2.510","2.510","-6.34%"
"02/06/2008","2.680","2.680","2.680","2.680","-1.11%"
"02/05/2008","2.710","2.710","2.710","2.710","0.37%"
"02/04/2008","2.700","2.700","2.700","2.700","5.88%"
"02/01/2008","2.550","2.550","2.550","2.550","-5.20%"
"01/31/2008","2.690","2.690","2.690","2.690","0.37%"
"01/30/2008","2.680","2.680","2.680","2.680","2.29%"
"01/29/2008","2.620","2.620","2.620","2.620","-2.24%"
"01/28/2008","2.680","2.680","2.680","2.680","7.20%"
"01/25/2008","2.500","2.500","2.500","2.500","-5.66%"
"01/24/2008","2.650","2.650","2.650","2.650","8.61%"
"01/23/2008","2.440","2.440","2.440","2.440","-3.56%"
"01/22/2008","2.530","2.530","2.530","2.530","-1.94%"
"01/21/2008","2.580","2.580","2.580","2.580","-1.53%"
"01/18/2008","2.620","2.620","2.620","2.620","1.55%"
"01/17/2008","2.580","2.580","2.580","2.580","0.00%"
"01/16/2008","2.580","2.580","2.580","2.580","-1.15%"
"01/15/2008","2.610","2.610","2.610","2.610","-5.09%"
"01/14/2008","2.750","2.750","2.750","2.750","-2.14%"
"01/11/2008","2.810","2.810","2.810","2.810","2.93%"
"01/10/2008","2.730","2.730","2.730","2.730","-3.19%"
"01/09/2008","2.820","2.820","2.820","2.820","-1.74%"
"01/08/2008","2.870","2.870","2.870","2.870","1.41%"
"01/07/2008","2.830","2.830","2.830","2.830","2.54%"
"01/04/2008","2.760","2.760","2.760","2.760","-0.72%"
"01/03/2008","2.780","2.780","2.780","2.780","-2.46%"
"12/31/2007","2.850","2.850","2.850","2.850","2.52%"
"12/28/2007","2.780","2.780","2.780","2.780","-1.42%"
"12/27/2007","2.820","2.820","2.820","2.820","2.17%"
"12/24/2007","2.760","2.760","2.760","2.760","-7.69%"
"12/21/2007","2.990","2.990","2.990","2.990","3.10%"
"12/20/2007","2.900","2.900","2.900","2.900","4.32%"
"12/19/2007","2.780","2.780","2.780","2.780","-4.14%"
"12/18/2007","2.900","2.900","2.900","2.900","-0.34%"
"12/17/2007","2.910","2.910","2.910","2.910","-2.68%"
"12/14/2007","2.990","2.990","2.990","2.990","5.65%"
"12/13/2007","2.830","2.830","2.830","2.830","-2.41%"
"12/12/2007","2.900","2.900","2.900","2.900","-2.36%"
"12/11/2007","2.970","2.970","2.970","2.970","3.48%"
"12/10/2007","2.870","2.870","2.870","2.870","-1.71%"
"12/07/2007","2.920","2.920","2.920","2.920","1.04%"
"12/06/2007","2.890","2.890","2.890","2.890","1.05%"
"12/05/2007","2.860","2.860","2.860","2.860","1.42%"
"12/04/2007","2.820","2.820","2.820","2.820","0.36%"
"12/03/2007","2.810","2.810","2.810","2.810","-1.06%"
"11/30/2007","2.840","2.840","2.840","2.840","0.00%"
"11/29/2007","2.840","2.840","2.840","2.840","0.35%"
"11/28/2007","2.830","2.830","2.830","2.830","3.66%"
"11/27/2007","2.730","2.730","2.730","2.730","-4.55%"
"11/26/2007","2.860","2.860","2.860","2.860","4.00%"
"11/23/2007","2.750","2.750","2.750","2.750","0.00%"
"11/22/2007","2.750","2.750","2.750","2.750","-3.17%"
"11/21/2007","2.840","2.840","2.840","2.840","0.35%"
"11/20/2007","2.830","2.830","2.830","2.830","3.66%"
"11/19/2007","2.730","2.730","2.730","2.730","-2.85%"
"11/16/2007","2.810","2.810","2.810","2.810","1.81%"
"11/15/2007","2.760","2.760","2.760","2.760","-3.50%"
"11/14/2007","2.860","2.860","2.860","2.860","-1.04%"
"11/13/2007","2.890","2.890","2.890","2.890","0.70%"
"11/12/2007","2.870","2.870","2.870","2.870","1.41%"
"11/09/2007","2.830","2.830","2.830","2.830","-0.35%"
"11/08/2007","2.840","2.840","2.840","2.840","-1.05%"
"11/07/2007","2.870","2.870","2.870","2.870","0.70%"
"11/06/2007","2.850","2.850","2.850","2.850","-1.38%"
"11/05/2007","2.890","2.890","2.890","2.890","-1.37%"
"11/02/2007","2.930","2.930","2.930","2.930","-0.68%"
"11/01/2007","2.950","2.950","2.950","2.950","-0.67%"
"10/31/2007","2.970","2.970","2.970","2.970","1.02%"
"10/30/2007","2.940","2.940","2.940","2.940","1.38%"
"10/29/2007","2.900","2.900","2.900","2.900","0.69%"
"10/26/2007","2.880","2.880","2.880","2.880","0.00%"
"10/25/2007","2.880","2.880","2.880","2.880","1.05%"
"10/24/2007","2.850","2.850","2.850","2.850","-1.38%"
"10/23/2007","2.890","2.890","2.890","2.890","-0.34%"
"10/22/2007","2.900","2.900","2.900","2.900","3.57%"
"10/19/2007","2.800","2.800","2.800","2.800","-4.11%"
"10/18/2007","2.920","2.920","2.920","2.920","-0.34%"
"10/17/2007","2.930","2.930","2.930","2.930","-1.35%"
"10/16/2007","2.970","2.970","2.970","2.970","-1.33%"
"10/15/2007","3.010","3.010","3.010","3.010","1.01%"
"10/12/2007","2.980","2.980","2.980","2.980","-0.67%"
"10/11/2007","3.000","3.000","3.000","3.000","0.33%"
"10/10/2007","2.990","2.990","2.990","2.990","-0.33%"
"10/09/2007","3.000","3.000","3.000","3.000","0.33%"
"10/08/2007","2.990","2.990","2.990","2.990","1.01%"
"10/05/2007","2.960","2.960","2.960","2.960","3.14%"
"10/04/2007","2.870","2.870","2.870","2.870","-1.03%"
"10/03/2007","2.900","2.900","2.900","2.900","-1.69%"
"10/02/2007","2.950","2.950","2.950","2.950","1.72%"
"10/01/2007","2.900","2.900","2.900","2.900","0.35%"
"09/28/2007","2.890","2.890","2.890","2.890","-0.69%"
"09/27/2007","2.910","2.910","2.910","2.910","0.34%"
"09/26/2007","2.900","2.900","2.900","2.900","-1.02%"
"09/25/2007","2.930","2.930","2.930","2.930","0.00%"
"09/24/2007","2.930","2.930","2.930","2.930","0.00%"
"09/21/2007","2.930","2.930","2.930","2.930","2.09%"
"09/20/2007","2.870","2.870","2.870","2.870","0.00%"
"09/19/2007","2.870","2.870","2.870","2.870","-1.71%"
"09/18/2007","2.920","2.920","2.920","2.920","0.34%"
"09/17/2007","2.910","2.910","2.910","2.910","-0.34%"
"09/14/2007","2.920","2.920","2.920","2.920","-0.34%"
"09/13/2007","2.930","2.930","2.930","2.930","-0.34%"
"09/12/2007","2.940","2.940","2.940","2.940","-1.34%"
"09/11/2007","2.980","2.980","2.980","2.980","0.00%"
"09/10/2007","2.980","2.980","2.980","2.980","2.05%"
"09/07/2007","2.920","2.920","2.920","2.920","-1.68%"
"09/06/2007","2.970","2.970","2.970","2.970","0.68%"
"09/05/2007","2.950","2.950","2.950","2.950","0.00%"
"09/04/2007","2.950","2.950","2.950","2.950","-0.67%"
"09/03/2007","2.970","2.970","2.970","2.970","1.02%"
"08/31/2007","2.940","2.940","2.940","2.940","0.00%"
"08/30/2007","2.940","2.940","2.940","2.940","-1.34%"
"08/29/2007","2.980","2.980","2.980","2.980","2.76%"
"08/28/2007","2.900","2.900","2.900","2.900","-1.69%"
"08/27/2007","2.950","2.950","2.950","2.950","-0.34%"
"08/24/2007","2.960","2.960","2.960","2.960","0.00%"
"08/23/2007","2.960","2.960","2.960","2.960","1.02%"
"08/22/2007","2.930","2.930","2.930","2.930","1.03%"
"08/21/2007","2.900","2.900","2.900","2.900","-0.34%"
"08/20/2007","2.910","2.910","2.910","2.910","0.00%"
"08/17/2007","2.910","2.910","2.910","2.910","1.39%"
"08/16/2007","2.870","2.870","2.870","2.870","-0.69%"
"08/15/2007","2.890","2.890","2.890","2.890","0.35%"
"08/14/2007","2.880","2.880","2.880","2.880","0.35%"
"08/13/2007","2.870","2.870","2.870","2.870","1.41%"
"08/10/2007","2.830","2.830","2.830","2.830","-3.08%"
"08/09/2007","2.920","2.920","2.920","2.920","-2.01%"
"08/08/2007","2.980","2.980","2.980","2.980","0.00%"
"08/07/2007","2.980","2.980","2.980","2.980","1.02%"
"08/06/2007","2.950","2.950","2.950","2.950","-0.34%"
"08/03/2007","2.960","2.960","2.960","2.960","-0.34%"
"08/02/2007","2.970","2.970","2.970","2.970","-0.67%"
"07/31/2007","2.990","2.990","2.990","2.990","0.34%"
"07/30/2007","2.980","2.980","2.980","2.980","0.34%"
"07/27/2007","2.970","2.970","2.970","2.970","0.00%"
"07/26/2007","2.970","2.970","2.970","2.970","-1.33%"
"07/25/2007","3.010","3.010","3.010","3.010","-0.33%"
"07/24/2007","3.020","3.020","3.020","3.020","0.00%"
"07/23/2007","3.020","3.020","3.020","3.020","0.33%"
"07/20/2007","3.010","3.010","3.010","3.010","-1.31%"
"07/19/2007","3.050","3.050","3.050","3.050","0.66%"
"07/18/2007","3.030","3.030","3.030","3.030","-0.98%"
"07/17/2007","3.060","3.060","3.060","3.060","0.33%"
"07/16/2007","3.050","3.050","3.050","3.050","-0.65%"
"07/13/2007","3.070","3.070","3.070","3.070","0.66%"
"07/12/2007","3.050","3.050","3.050","3.050","-0.33%"
"07/11/2007","3.060","3.060","3.060","3.060","0.00%"
"07/10/2007","3.060","3.060","3.060","3.060","-0.97%"
"07/09/2007","3.090","3.090","3.090","3.090","1.64%"
"07/06/2007","3.040","3.040","3.040","3.040","0.00%"
"07/05/2007","3.040","3.040","3.040","3.040","1.00%"
"07/04/2007","3.010","3.010","3.010","3.010","0.00%"
"07/03/2007","3.010","3.010","3.010","3.010","0.00%"
"07/02/2007","3.010","3.010","3.010","3.010","-0.99%"
"06/29/2007","3.040","3.040","3.040","3.040","0.66%"
"06/28/2007","3.020","3.020","3.020","3.020","1.68%"
"06/27/2007","2.970","2.970","2.970","2.970","1.37%"
"06/26/2007","2.930","2.930","2.930","2.930","-1.35%"
"06/25/2007","2.970","2.970","2.970","2.970","-1.98%"
"06/22/2007","3.030","3.030","3.030","3.030","2.71%"
"06/21/2007","2.950","2.950","2.950","2.950","0.68%"
"06/20/2007","2.930","2.930","2.930","2.930","0.69%"
"06/19/2007","2.910","2.910","2.910","2.910","0.34%"
"06/18/2007","2.900","2.900","2.900","2.900","0.00%"
"06/15/2007","2.900","2.900","2.900","2.900","0.69%"
"06/14/2007","2.880","2.880","2.880","2.880","-0.69%"
"06/13/2007","2.900","2.900","2.900","2.900","1.75%"
"06/12/2007","2.850","2.850","2.850","2.850","1.06%"
"06/11/2007","2.820","2.820","2.820","2.820","-0.70%"
"06/08/2007","2.840","2.840","2.840","2.840","0.00%"
"06/07/2007","2.840","2.840","2.840","2.840","1.43%"
"06/06/2007","2.800","2.800","2.800","2.800","-1.41%"
"06/05/2007","2.840","2.840","2.840","2.840","-0.35%"
"06/04/2007","2.850","2.850","2.850","2.850","0.71%"
"06/01/2007","2.830","2.830","2.830","2.830","2.17%"
"05/31/2007","2.770","2.770","2.770","2.770","-2.12%"
"05/30/2007","2.830","2.830","2.830","2.830","0.35%"
"05/29/2007","2.820","2.820","2.820","2.820","2.55%"
"05/25/2007","2.750","2.750","2.750","2.750","0.36%"
"05/24/2007","2.740","2.740","2.740","2.740","-1.44%"
"05/23/2007","2.780","2.780","2.780","2.780","1.46%"
"05/22/2007","2.740","2.740","2.740","2.740","2.62%"
"05/21/2007","2.670","2.670","2.670","2.670","-1.48%"
"05/18/2007","2.710","2.710","2.710","2.710","-0.73%"
"05/16/2007","2.730","2.730","2.730","2.730","1.11%"
"05/15/2007","2.700","2.700","2.700","2.700","1.12%"
"05/14/2007","2.670","2.670","2.670","2.670","0.00%"
"05/11/2007","2.670","2.670","2.670","2.670","-0.74%"
"05/10/2007","2.690","2.690","2.690","2.690","0.37%"
"05/09/2007","2.680","2.680","2.680","2.680","0.75%"
"05/08/2007","2.660","2.660","2.660","2.660","-0.37%"
"05/07/2007","2.670","2.670","2.670","2.670","0.38%"
"05/04/2007","2.660","2.660","2.660","2.660","2.31%"
"05/03/2007","2.600","2.600","2.600","2.600","-1.52%"
"05/02/2007","2.640","2.640","2.640","2.640","3.13%"
"04/30/2007","2.560","2.560","2.560","2.560","0.39%"
"04/27/2007","2.550","2.550","2.550","2.550","-0.78%"
"04/26/2007","2.570","2.570","2.570","2.570","0.78%"
"04/25/2007","2.550","2.550","2.550","2.550","1.19%"
"04/24/2007","2.520","2.520","2.520","2.520","-1.56%"
"04/23/2007","2.560","2.560","2.560","2.560","1.59%"
"04/20/2007","2.520","2.520","2.520","2.520","-2.33%"
"04/19/2007","2.580","2.580","2.580","2.580","-0.39%"
"04/18/2007","2.590","2.590","2.590","2.590","-1.52%"
"04/17/2007","2.630","2.630","2.630","2.630","1.54%"
"04/16/2007","2.590","2.590","2.590","2.590","0.39%"
"04/13/2007","2.580","2.580","2.580","2.580","1.98%"
"04/12/2007","2.530","2.530","2.530","2.530","0.40%"
"04/11/2007","2.520","2.520","2.520","2.520","-0.40%"
"04/10/2007","2.530","2.530","2.530","2.530","2.02%"
"04/05/2007","2.480","2.480","2.480","2.480","-3.12%"
"04/04/2007","2.560","2.560","2.560","2.560","4.07%"
"04/03/2007","2.460","2.460","2.460","2.460","-1.99%"
"04/02/2007","2.510","2.510","2.510","2.510","1.21%"
"03/30/2007","2.480","2.480","2.480","2.480","0.00%"
"03/29/2007","2.480","2.480","2.480","2.480","-1.59%"
"03/28/2007","2.520","2.520","2.520","2.520","3.28%"
"03/27/2007","2.440","2.440","2.440","2.440","-2.01%"
"03/26/2007","2.490","2.490","2.490","2.490","0.40%"
"03/23/2007","2.480","2.480","2.480","2.480","1.64%"
"03/22/2007","2.440","2.440","2.440","2.440","-0.81%"
"03/21/2007","2.460","2.460","2.460","2.460","-1.60%"
"03/20/2007","2.500","2.500","2.500","2.500","1.63%"
"03/19/2007","2.460","2.460","2.460","2.460","0.82%"
"03/16/2007","2.440","2.440","2.440","2.440","0.83%"
"03/15/2007","2.420","2.420","2.420","2.420","-0.82%"
"03/14/2007","2.440","2.440","2.440","2.440","0.00%"
"03/13/2007","2.440","2.440","2.440","2.440","1.24%"
"03/12/2007","2.410","2.410","2.410","2.410","0.42%"
"03/09/2007","2.400","2.400","2.400","2.400","0.00%"
"03/08/2007","2.400","2.400","2.400","2.400","0.42%"
"03/07/2007","2.390","2.390","2.390","2.390","-0.42%"
"03/06/2007","2.400","2.400","2.400","2.400","3.00%"
"03/05/2007","2.330","2.330","2.330","2.330","-0.85%"
"03/02/2007","2.350","2.350","2.350","2.350","0.43%"
"03/01/2007","2.340","2.340","2.340","2.340","-0.85%"
"02/28/2007","2.360","2.360","2.360","2.360","-1.67%"
"02/27/2007","2.400","2.400","2.400","2.400","-2.04%"
"02/26/2007","2.450","2.450","2.450","2.450","-0.41%"
"02/23/2007","2.460","2.460","2.460","2.460","2.93%"
"02/22/2007","2.390","2.390","2.390","2.390","-1.24%"
"02/21/2007","2.420","2.420","2.420","2.420","-0.41%"
"02/20/2007","2.430","2.430","2.430","2.430","-0.82%"
"02/19/2007","2.450","2.450","2.450","2.450","2.08%"
"02/16/2007","2.400","2.400","2.400","2.400","-0.83%"
"02/15/2007","2.420","2.420","2.420","2.420","-0.82%"
"02/14/2007","2.440","2.440","2.440","2.440","0.41%"
"02/13/2007","2.430","2.430","2.430","2.430","0.41%"
"02/12/2007","2.420","2.420","2.420","2.420","0.83%"
"02/09/2007","2.400","2.400","2.400","2.400","-1.64%"
"02/08/2007","2.440","2.440","2.440","2.440","0.41%"
"02/07/2007","2.430","2.430","2.430","2.430","2.10%"
"02/06/2007","2.380","2.380","2.380","2.380","-0.83%"
"02/05/2007","2.400","2.400","2.400","2.400","-0.41%"
"02/02/2007","2.410","2.410","2.410","2.410","-0.41%"
"02/01/2007","2.420","2.420","2.420","2.420","-0.82%"
"01/31/2007","2.440","2.440","2.440","2.440","1.67%"
"01/30/2007","2.400","2.400","2.400","2.400","-0.41%"
"01/29/2007","2.410","2.410","2.410","2.410","0.00%"
"01/26/2007","2.410","2.410","2.410","2.410","2.55%"
"01/25/2007","2.350","2.350","2.350","2.350","-1.26%"
"01/24/2007","2.380","2.380","2.380","2.380","0.42%"
"01/23/2007","2.370","2.370","2.370","2.370","-0.42%"
"01/22/2007","2.380","2.380","2.380","2.380","-1.24%"
"01/19/2007","2.410","2.410","2.410","2.410","-0.41%"
"01/18/2007","2.420","2.420","2.420","2.420","0.00%"
"01/17/2007","2.420","2.420","2.420","2.420","-0.82%"
"01/16/2007","2.440","2.440","2.440","2.440","0.41%"
"01/15/2007","2.430","2.430","2.430","2.430","0.83%"
"01/12/2007","2.410","2.410","2.410","2.410","0.84%"
"01/11/2007","2.390","2.390","2.390","2.390","-0.42%"
"01/10/2007","2.400","2.400","2.400","2.400","3.00%"
"01/09/2007","2.330","2.330","2.330","2.330","-0.43%"
"01/08/2007","2.340","2.340","2.340","2.340","-0.85%"
"01/05/2007","2.360","2.360","2.360","2.360","0.00%"
"01/04/2007","2.360","2.360","2.360","2.360","2.16%"
"01/03/2007","2.310","2.310","2.310","2.310","-1.28%"
"01/02/2007","2.340","2.340","2.340","2.340","0.86%"
"12/29/2006","2.320","2.320","2.320","2.320","-0.85%"
"12/28/2006","2.340","2.340","2.340","2.340","2.18%"
"12/27/2006","2.290","2.290","2.290","2.290","0.44%"
"12/22/2006","2.280","2.280","2.280","2.280","1.33%"
"12/21/2006","2.250","2.250","2.250","2.250","-1.32%"
"12/20/2006","2.280","2.280","2.280","2.280","1.33%"
"12/19/2006","2.250","2.250","2.250","2.250","0.45%"
"12/18/2006","2.240","2.240","2.240","2.240","1.36%"
"12/15/2006","2.210","2.210","2.210","2.210","0.45%"
"12/14/2006","2.200","2.200","2.200","2.200","-1.79%"
"12/13/2006","2.240","2.240","2.240","2.240","1.36%"
"12/12/2006","2.210","2.210","2.210","2.210","-0.90%"
"12/11/2006","2.230","2.230","2.230","2.230","2.29%"
"12/08/2006","2.180","2.180","2.180","2.180","-0.91%"
"12/07/2006","2.200","2.200","2.200","2.200","3.77%"
"12/06/2006","2.120","2.120","2.120","2.120","-1.85%"
"12/05/2006","2.160","2.160","2.160","2.160","1.89%"
"12/04/2006","2.120","2.120","2.120","2.120","-0.93%"
"12/01/2006","2.140","2.140","2.140","2.140","-1.83%"
"11/30/2006","2.180","2.180","2.180","2.180","3.32%"
"11/29/2006","2.110","2.110","2.110","2.110","-0.94%"
"11/28/2006","2.130","2.130","2.130","2.130","0.95%"
"11/27/2006","2.110","2.110","2.110","2.110","-0.94%"
"11/24/2006","2.130","2.130","2.130","2.130","-0.47%"
"11/23/2006","2.140","2.140","2.140","2.140","1.90%"
"11/22/2006","2.100","2.100","2.100","2.100","-1.87%"
"11/21/2006","2.140","2.140","2.140","2.140","0.47%"
"11/20/2006","2.130","2.130","2.130","2.130","0.47%"
"11/17/2006","2.120","2.120","2.120","2.120","-1.40%"
"11/16/2006","2.150","2.150","2.150","2.150","2.87%"
"11/15/2006","2.090","2.090","2.090","2.090","0.00%"
"11/14/2006","2.090","2.090","2.090","2.090","-0.48%"
"11/13/2006","2.100","2.100","2.100","2.100","1.45%"
"11/10/2006","2.070","2.070","2.070","2.070","1.97%"
"11/09/2006","2.030","2.030","2.030","2.030","-1.93%"
"11/08/2006","2.070","2.070","2.070","2.070","1.47%"
"11/07/2006","2.040","2.040","2.040","2.040","0.99%"
"11/06/2006","2.020","2.020","2.020","2.020","-0.98%"
"11/03/2006","2.040","2.040","2.040","2.040","2.51%"
"11/02/2006","1.990","1.990","1.990","1.990","-4.33%"
"11/01/2006","2.080","2.080","2.080","2.080","0.00%"
"10/31/2006","2.080","2.080","2.080","2.080","1.46%"
"10/30/2006","2.050","2.050","2.050","2.050","0.49%"
"10/27/2006","2.040","2.040","2.040","2.040","-2.39%"
"10/26/2006","2.090","2.090","2.090","2.090","0.00%"
"10/25/2006","2.090","2.090","2.090","2.090","0.48%"
"10/24/2006","2.080","2.080","2.080","2.080","0.00%"
"10/23/2006","2.080","2.080","2.080","2.080","1.46%"
"10/20/2006","2.050","2.050","2.050","2.050","-0.49%"
"10/19/2006","2.060","2.060","2.060","2.060","0.00%"
"10/18/2006","2.060","2.060","2.060","2.060","0.00%"
"10/17/2006","2.060","2.060","2.060","2.060","0.00%"
"10/16/2006","2.060","2.060","2.060","2.060","1.98%"
"10/13/2006","2.020","2.020","2.020","2.020","-1.94%"
"10/12/2006","2.060","2.060","2.060","2.060","-1.44%"
"10/11/2006","2.090","2.090","2.090","2.090","2.96%"
"10/10/2006","2.030","2.030","2.030","2.030","2.01%"
"10/09/2006","1.990","1.990","1.990","1.990","0.51%"
"10/06/2006","1.980","1.980","1.980","1.980","0.51%"
"10/05/2006","1.970","1.970","1.970","1.970","-1.99%"
"10/04/2006","2.010","2.010","2.010","2.010","-1.95%"
"10/03/2006","2.050","2.050","2.050","2.050","0.99%"
"10/02/2006","2.030","2.030","2.030","2.030","0.00%"
"09/29/2006","2.030","2.030","2.030","2.030","3.05%"
"09/28/2006","1.970","1.970","1.970","1.970","1.55%"
"09/27/2006","1.940","1.940","1.940","1.940","0.00%"
"09/26/2006","1.940","1.940","1.940","1.940","-1.02%"
"09/25/2006","1.960","1.960","1.960","1.960","-0.51%"
"09/22/2006","1.970","1.970","1.970","1.970","-3.43%"
"09/21/2006","2.040","2.040","2.040","2.040","0.00%"
"09/20/2006","2.040","2.040","2.040","2.040","-0.49%"
"09/19/2006","2.050","2.050","2.050","2.050","0.49%"
"09/18/2006","2.040","2.040","2.040","2.040","0.00%"
"09/15/2006","2.040","2.040","2.040","2.040","0.49%"
"09/14/2006","2.030","2.030","2.030","2.030","0.00%"
"09/13/2006","2.030","2.030","2.030","2.030","-0.98%"
"09/12/2006","2.050","2.050","2.050","2.050","-0.49%"
"09/11/2006","2.060","2.060","2.060","2.060","1.98%"
"09/08/2006","2.020","2.020","2.020","2.020","-0.98%"
"09/07/2006","2.040","2.040","2.040","2.040","2.51%"
"09/06/2006","1.990","1.990","1.990","1.990","1.02%"
"09/05/2006","1.970","1.970","1.970","1.970","1.55%"
"09/04/2006","1.940","1.940","1.940","1.940","0.00%"
"09/01/2006","1.940","1.940","1.940","1.940","0.00%"
"08/31/2006","1.940","1.940","1.940","1.940","-3.00%"
"08/30/2006","2.000","2.000","2.000","2.000","1.01%"
"08/29/2006","1.980","1.980","1.980","1.980","0.51%"
"08/28/2006","1.970","1.970","1.970","1.970","0.51%"
"08/25/2006","1.960","1.960","1.960","1.960","1.03%"
"08/24/2006","1.940","1.940","1.940","1.940","0.52%"
"08/23/2006","1.930","1.930","1.930","1.930","1.05%"
"08/22/2006","1.910","1.910","1.910","1.910","-4.50%"
"08/21/2006","2.000","2.000","2.000","2.000","1.52%"
"08/18/2006","1.970","1.970","1.970","1.970","-1.50%"
"08/17/2006","2.000","2.000","2.000","2.000","2.04%"
