Date,SARON,SOFR,LogDifferenceCHFUSD
2021-05-12,-0.725719,0.01,-0.00751052790426332
2021-05-13,-0.7258074999999999,0.01,0.0022031293335129515
2021-05-14,-0.725896,0.01,0.005196539970780914
2021-05-15,-0.725909,0.01,0.0001847711614428038
2021-05-16,-0.725922,0.01,0.0001848053081345974
2021-05-17,-0.725935,0.01,0.0001848394674492243
2021-05-18,-0.725932,0.01,0.0033329660895069224
2021-05-19,-0.725931,0.01,-0.0018900444783715858
2021-05-20,-0.725432,0.01,0.0020013348908175382
2021-05-21,-0.725094,0.01,-0.00022256844071420756
2021-05-22,-0.7252835,0.01,0.0005194034397397046
2021-05-23,-0.725473,0.01,0.0005196733598763909
2021-05-24,-0.7256625000000001,0.01,0.0005199435606997871
2021-05-25,-0.725852,0.01,0.0002229157387740599
2021-05-26,-0.725944,0.01,-0.0002229157387740599
2021-05-27,-0.725891,0.01,-0.00044568245863088607
2021-05-28,-0.725971,0.01,-0.0020031166279449314
2021-05-29,-0.72584,0.01,0.001140171705436288
2021-05-30,-0.7257089999999999,0.01,0.0011414731810009265
2021-05-31,-0.725578,0.01,0.0011427776311605936
2021-06-01,-0.725216,0.01,0.0011440850661248586
2021-06-02,-0.72592,0.01,-0.002899522495334539
2021-06-03,-0.725901,0.01,-0.007875366530925423
2021-06-04,-0.725913,0.01,0.006762400361504717
2021-06-05,-0.7258003333333334,0.01,0.0007789462364593547
2021-06-06,-0.7256876666666666,0.01,0.0007795534667290466
2021-06-07,-0.725575,0.01,0.0007801616444744752
2021-06-08,-0.725885,0.01,0.0006691947606415061
2021-06-09,-0.725567,0.01,0.0005580045901161096
2021-06-10,-0.725823,0.01,0.0007817298963065517
2021-06-11,-0.72561,0.01,-0.004681239043576521
2021-06-12,-0.725492,0.01,7.413447998061429e-05
2021-06-13,-0.725374,0.01,7.413997630917324e-05
2021-06-14,-0.725256,0.01,7.41454734526914e-05
2021-06-15,-0.725874,0.01,0.0006675567671137195
2021-06-16,-0.725392,0.01,-0.00011129041244595239
2021-06-17,-0.725775,0.05,-0.020596575879550355
2021-06-18,-0.725487,0.05,-0.004568204594268141
2021-06-19,-0.7257836666666667,0.05,0.001121989295935738
2021-06-20,-0.7260803333333333,0.05,0.0011232495700624484
2021-06-21,-0.726377,0.05,0.001124512678577938
2021-06-22,-0.72633,0.05,-0.0017406444777841173
2021-06-23,-0.725273,0.05,0.0033752549872308885
2021-06-24,-0.725911,0.05,-0.002070055759087877
2021-06-25,-0.725837,0.05,0.0014158908862177966
2021-06-26,-0.7258276666666666,0.05,-0.0003269220320078342
2021-06-27,-0.7258183333333333,0.05,-0.00032681518892128947
2021-06-28,-0.725809,0.05,-0.0003267084156475669
2021-06-29,-0.725649,0.05,-0.0018493342230136434
2021-06-30,-0.722566,0.05,-0.0056356494666690155
2021-07-01,-0.721368,0.05,0.0
2021-07-02,-0.725463,0.05,0.0031390403001352596
2021-07-03,-0.72577,0.05,-0.0005690054750950024
2021-07-04,-0.726077,0.05,-0.00056868189197605
2021-07-05,-0.726384,0.05,-0.000568358676679856
2021-07-06,-0.725663,0.05,-0.0005680358285793524
2021-07-07,-0.725942,0.05,-0.0007568795301045872
2021-07-08,-0.7263,0.05,0.010758049966550595
2021-07-09,-0.726393,0.05,0.00021853146940108148
2021-07-10,-0.7262823333333333,0.05,-0.00010927170420090004
2021-07-11,-0.7261716666666667,0.05,-0.00010925976520018144
2021-07-12,-0.726061,0.05,-0.00010924782880808448
2021-07-13,-0.726147,0.05,-0.0010918223597987248
2021-07-14,-0.725377,0.05,0.0010918223597987248
2021-07-15,-0.727486,0.05,-0.003489643672151266
2021-07-16,-0.727183,0.05,-0.0006529546428529626
2021-07-17,-0.7266736666666667,0.05,0.00047153558246880445
2021-07-18,-0.7261643333333334,0.05,0.00047175803317184295
2021-07-19,-0.725655,0.05,0.0004719806938599108
2021-07-20,-0.725509,0.05,-0.004239828061362513
2021-07-21,-0.725288,0.05,0.004239828061362513
2021-07-22,-0.725112,0.05,-0.001741591819330368
2021-07-23,-0.725331,0.05,-0.0017385639498141425
2021-07-24,-0.725236,0.05,0.0019560971244809433
2021-07-25,-0.7251409999999999,0.05,0.0019599309409836646
2021-07-26,-0.725046,0.05,0.0019637798150387437
2021-07-27,-0.725335,0.05,0.0024054242956251526
2021-07-28,-0.725111,0.05,0.00010947506716267597
2021-07-29,-0.724761,0.05,0.007913868517860773
2021-07-30,-0.721564,0.05,0.00011035700502300128
2021-07-31,-0.7217633333333333,0.05,0.000367944665273956
2021-08-01,-0.7219626666666666,0.05,0.00036808009838436295
2021-08-02,-0.722162,0.05,0.00036821563123153045
2021-08-03,-0.725132,0.05,0.0004420378014291376
2021-08-04,-0.725226,0.05,-0.001546278196318987
2021-08-05,-0.725503,0.05,-0.0009927748871218361
2021-08-06,-0.724848,0.05,-0.007906915782507337
2021-08-07,-0.7250693333333333,0.05,-0.001785031712022711
2021-08-08,-0.7252906666666668,0.05,-0.0017818510505483443
2021-08-09,-0.725512,0.05,-0.0017786817038487751
2021-08-10,-0.72521,0.05,-0.003800840759656157
2021-08-11,-0.725185,0.05,0.0011929940138419998
2021-08-12,-0.724325,0.05,-0.0016264573929741094
2021-08-13,-0.725337,0.05,0.007394553050210473
2021-08-14,-0.7252846666666667,0.05,0.0014199117671521294
2021-08-15,-0.7252323333333334,0.05,0.00142193078374378
2021-08-16,-0.72518,0.05,0.001423955550317088
2021-08-17,-0.725222,0.05,-0.002299229129172173
2021-08-18,-0.725143,0.05,-0.0038203397444444703
2021-08-19,-0.725126,0.05,0.0006538797094354232
2021-08-20,-0.724845,0.05,-0.00032699329955099277
2021-08-21,-0.7245556666666666,0.05,0.0014177438439934298
2021-08-22,-0.7242663333333333,0.05,0.001419756695646257
2021-08-23,-0.723977,0.05,0.001421775270946335
2021-08-24,-0.725193,0.05,0.0007664094096064694
2021-08-25,-0.724588,0.05,-0.0007664094096064694
2021-08-26,-0.725125,0.05,-0.004041292158496648
2021-08-27,-0.724611,0.05,0.005684317885471482
2021-08-28,-0.7246476666666667,0.05,-0.0018254176146894202
2021-08-29,-0.7246843333333333,0.05,-0.0018220915357823608
2021-08-30,-0.724721,0.05,-0.0018187775556775393
2021-08-31,-0.72305,0.05,0.001200021962586409
2021-09-01,-0.718864,0.05,0.0017480611902426085
2021-09-02,-0.716148,0.05,-0.0015297205780215178
2021-09-03,-0.721662,0.05,0.0025143495071960897
2021-09-04,-0.7219116666666667,0.05,-0.0011759720215893527
2021-09-05,-0.7221613333333333,0.05,-0.0011745907355887458
2021-09-06,-0.722411,0.05,-0.0011732126906729146
2021-09-07,-0.722069,0.05,-0.001171837875448542
2021-09-08,-0.720505,0.05,-0.0043483055795032755
2021-09-09,-0.722743,0.05,0.005002185288938699
2021-09-10,-0.723513,0.05,-0.000762818104880561
2021-09-11,-0.723432,0.05,-0.0011975397435734225
2021-09-12,-0.723351,0.05,-0.0011961073573042436
2021-09-13,-0.72327,0.05,-0.0011946783935183197
2021-09-14,-0.719012,0.05,0.0021732052451775563
2021-09-15,-0.717876,0.05,-0.0003262820193175031
2021-09-16,-0.720633,0.05,-0.005963046888246462
2021-09-17,-0.719884,0.05,-0.006142591650863782
2021-09-18,-0.7191483333333333,0.05,0.0011107728178641335
